Rk,Player,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,GperSh,GperSoT,Dist,FK,PK,xG,NpxG,NpxGperSh,G-xG,Np:G-xG
1757,Brais Méndez\c9e39d91,MF,Celta Vigo,es La Liga,24,1997,33.6,0.12,1.67,0.48,28.6,1.67,0.48,0.07,0.25,19.1,0.09,0,0.13,0.13,0.08,-0.01,-0.01
1758,Édgar Méndez\aed746df,FWMF,Alavés,es La Liga,31,1990,17.9,0.06,1.45,0.45,30.8,1.45,0.45,0.04,0.13,18.2,0,0,0.12,0.12,0.08,-0.06,-0.06
1759,Arial Mendy\9f0f4b49,DFFW,Clermont Foot,fr Ligue 1,26,1994,8.8,0,1.14,0.34,30,1.14,0.34,0,0,21.6,0,0,0.05,0.05,0.04,-0.05,-0.05
1760,Batista Mendy\e472a6f6,MFDF,Angers,fr Ligue 1,21,2000,26.8,0.04,0.52,0.22,42.9,0.52,0.22,0.07,0.17,20.3,0,0,0.03,0.03,0.05,0.01,0.01
1761,Benjamin Mendy\5271c8f1,DF,Manchester City,eng Premier League,27,1994,0.9,0,0,0,,0,0,,,,0,0,0,0,,0,0
1762,Edouard Mendy\33887998,GK,Chelsea,eng Premier League,29,1992,34,0,0,0,,0,0,,,,0,0,0,0,,0,0
1763,Ferland Mendy\3cefcaef,DF,Real Madrid,es La Liga,26,1995,19.3,0.1,0.62,0.31,50,0.62,0.31,0.17,0.33,18.5,0,0,0.06,0.06,0.09,0.05,0.05
1764,Nampalys Mendy\1598599e,MF,Leicester City,eng Premier League,29,1992,11.5,0,0.09,0.09,100,0.09,0.09,0,0,25.3,0,0,0,0,0.02,0,0
1765,Gideon Mensah\9bdd8118,DF,Bordeaux,fr Ligue 1,23,1998,13.4,0,0.15,0,0,0.15,0,0,,11.5,0,0,0.03,0.03,0.2,-0.03,-0.03
1766,Jorge Meré\9f979eb2,DF,Köln,de Bundesliga,24,1997,5.4,0,0,0,,0,0,,,,0,0,0,0,,0,0
1767,Alex Meret\9413b19f,GK,Napoli,it Serie A,24,1997,6.9,0,0,0,,0,0,,,,0,0,0,0,,0,0
1768,Fran Mérida\0e50f929,MF,Espanyol,es La Liga,31,1990,3,0,1.33,0,0,1.35,0,0,,21.9,0,0,0.03,0.03,0.02,-0.03,-0.03
1769,Mikel Merino\d080ed5e,MF,Real Sociedad,es La Liga,25,1996,32.1,0.09,1.37,0.47,34.1,1.37,0.47,0.07,0.2,16.7,0,0,0.13,0.13,0.1,-0.04,-0.04
1770,Quentin Merlin\0bfca6a1,DF,Nantes,fr Ligue 1,19,2002,21.4,0.09,0.51,0.19,36.4,0.51,0.19,0.18,0.5,22.9,0.05,0,0.01,0.01,0.03,0.08,0.08
1771,Martín Merquelanz\ddd5348b,FW,Rayo Vallecano,es La Liga,26,1995,1.9,0,1.05,0,0,1.04,0,0,,20,0.53,0,0.05,0.05,0.07,-0.05,-0.05
1772,Yıldırım Mert Çetin\c730da00,DF,Hellas Verona,it Serie A,24,1997,0.5,0,0,0,,0,0,,,,0,0,0,0,,0,0
1773,Dries Mertens\89b2c8a9,FWMF,Napoli,it Serie A,34,1987,15.4,0.71,2.86,1.23,43.2,2.86,1.24,0.23,0.53,18.2,0.26,0.06,0.3,0.25,0.09,0.42,0.4
1774,Illan Meslier\6b625ac2,GK,Leeds United,eng Premier League,21,2000,37.6,0,0,0,,0,0,,,,0,0,0,0,,0,0
1775,Lionel Messi\d70ce98e,FWMF,Paris S-G,fr Ligue 1,34,1987,23.9,0.25,3.72,1.17,31.5,3.72,1.17,0.07,0.21,18,0.67,0,0.42,0.42,0.11,-0.17,-0.17
1776,Junior Messias\f49c4ae9,FWMF,Milan,it Serie A,30,1991,15.9,0.31,2.77,1.07,38.6,2.77,1.07,0.11,0.29,17.4,0,0,0.23,0.23,0.08,0.09,0.09
1777,Thomas Meunier\e162b013,DF,Dortmund,de Bundesliga,29,1991,15.6,0.13,1.22,0.38,31.6,1.22,0.39,0.11,0.33,14.1,0,0,0.08,0.08,0.07,0.04,0.04
1778,Mexer\ce492295,DF,Bordeaux,fr Ligue 1,32,1988,13.6,0.07,0.37,0.07,20,0.37,0.07,0.2,1,15.7,0,0,0.03,0.03,0.07,0.04,0.04
1779,Marco Meyerhöfer\0b104510,DF,Greuther Fürth,de Bundesliga,25,1995,25.3,0.04,0.4,0.08,20,0.39,0.08,0.1,0.5,17.1,0,0,0.04,0.04,0.09,0,0
1780,Matt Miazga\9fc0f253,DF,Alavés,es La Liga,26,1995,9.3,0,0.75,0.32,42.9,0.76,0.32,0,0,11.9,0,0,0.03,0.03,0.04,-0.03,-0.03
1781,Kingsley Michael\e63e122d,MF,Bologna,it Serie A,21,1999,0.8,0,1.25,1.25,100,1.18,1.18,0,0,37.9,0,0,0,0,0.01,0,0
1782,Sven Michel\1e274a0a,FW,Union Berlin,de Bundesliga,31,1990,3.8,0.79,2.37,0.79,33.3,2.4,0.8,0.33,1,16.2,0,0,0.42,0.42,0.17,0.37,0.37
1783,Edouard Michut\fe6c1add,MF,Paris S-G,fr Ligue 1,18,2003,0.8,0,0,0,,0,0,,,,0,0,0,0,,0,0
1784,Miguel\6763373d,FWMF,Alavés,es La Liga,21,1999,9.2,0.11,2.39,0.43,18.2,2.39,0.43,0.05,0.25,14.1,0,0,0.23,0.23,0.1,-0.12,-0.12
1785,Valentin Mihaila\81a4c239,FWMF,Atalanta,it Serie A,21,2000,0.8,0,1.25,1.25,100,1.18,1.18,0,0,21.3,0,0,0,0,0.03,0,0
1786,Mikael\33502726,FWMF,Salernitana,it Serie A,22,1999,1,0,3,0,0,3.1,0,0,,14.7,0,0,0.2,0.2,0.06,-0.2,-0.2
1787,Hilmir Mikaelsson\5add9b29,FW,Venezia,it Serie A,17,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,,0,0
1788,Georges Mikautadze\4788cb6b,FW,Metz,fr Ligue 1,20,2000,0,0,2,0,0,180,0,0,,19.5,0,0,0.2,0.2,0.08,-0.2,-0.2
1789,William Mikelbrencis\14df1d7f,DF,Metz,fr Ligue 1,17,2004,6.8,0,0.88,0.15,16.7,0.89,0.15,0,0,26.2,0,0,0.01,0.01,0.02,-0.01,-0.01
1790,Nikola Milenković\bee704fc,DF,Fiorentina,it Serie A,23,1997,32.5,0.03,0.71,0.28,39.1,0.71,0.28,0.04,0.11,15,0,0,0.06,0.06,0.09,-0.03,-0.03
1791,Arkadiusz Milik\85613cf0,FW,Marseille,fr Ligue 1,27,1994,15.7,0.45,3.38,1.21,35.8,3.37,1.21,0.11,0.32,13.2,0.13,0.06,0.48,0.43,0.13,-0.04,-0.05
1792,Sergej Milinković-Savić\4e6dbac4,MF,Lazio,it Serie A,26,1995,34.4,0.32,2.18,0.9,41.3,2.18,0.9,0.15,0.35,16.4,0.2,0,0.21,0.21,0.1,0.11,0.11
1793,Vanja Milinković-Savić\9fa26bc2,GK,Torino,it Serie A,24,1997,27,0,0.04,0,0,0.04,0,0,,7.8,0,0,0,0,0.08,0,0
1794,Éder Militão\2784f898,DF,Real Madrid,es La Liga,23,1998,33.7,0.03,0.95,0.24,25,0.95,0.24,0.03,0.13,16.7,0,0,0.08,0.08,0.08,-0.05,-0.05
1795,Luka Milivojević\2ce2508a,MF,Crystal Palace,eng Premier League,30,1991,8.6,0,0.93,0,0,0.93,0,0,,26.6,0.47,0,0.02,0.02,0.03,-0.02,-0.02
1796,Luis Milla\19c36442,MF,Granada,es La Liga,26,1994,29.9,0.1,0.64,0.1,15.8,0.63,0.1,0,0,24,0.1,0.1,0.12,0.04,0.07,-0.02,-0.04
1797,Pere Milla\335039a2,FWMF,Elche,es La Liga,28,1992,18.3,0.44,1.58,0.77,48.3,1.59,0.77,0.28,0.57,12.5,0,0,0.24,0.24,0.15,0.2,0.2
1798,Enzo Millot\f76022e7,MF,Stuttgart,de Bundesliga,19,2002,0.6,0,0,0,,0,0,,,,0,0,0,0,,0,0
1799,James Milner\2f90f6b8,MFDF,Liverpool,eng Premier League,35,1986,9.5,0,1.05,0.21,20,1.06,0.21,0,0,22.8,0,0,0.03,0.03,0.03,-0.03,-0.03
1800,Santi Mina\0b90bb97,FW,Celta Vigo,es La Liga,25,1995,26.3,0.27,2.24,0.8,35.6,2.24,0.8,0.12,0.33,14.4,0.04,0,0.3,0.27,0.12,-0.03,0
1801,Yerry Mina\6d5701f2,DF,Everton,eng Premier League,26,1994,9.4,0,0.64,0.11,16.7,0.64,0.11,0,0,9.2,0,0,0.03,0.03,0.05,-0.03,-0.03
1802,Takumi Minamino\f833a830,FWMF,Liverpool,eng Premier League,26,1995,2.1,1.43,3.33,1.9,57.1,3.39,1.94,0.43,0.75,13.5,0,0,0.86,0.86,0.26,0.57,0.57
1803,Tyrone Mings\8397a50c,DF,Aston Villa,eng Premier League,28,1993,35.4,0.03,0.59,0.14,23.8,0.59,0.14,0.05,0.2,12.4,0,0,0.04,0.04,0.07,-0.01,-0.01
1804,Óscar Mingueza\056269d7,DF,Barcelona,es La Liga,22,1999,9.9,0,0.2,0.1,50,0.2,0.1,0,0,7.6,0,0,0.02,0.02,0.09,-0.02,-0.02
1805,Rafa Mir\bbf5c11b,FW,Sevilla,es La Liga,24,1997,20.1,0.5,3.03,1.09,36.1,3.04,1.1,0.16,0.45,12.3,0,0,0.38,0.38,0.12,0.12,0.12
1806,Jorge Miramón\7f4c7c9f,DF,Levante,es La Liga,32,1989,22,0.05,0.32,0.09,28.6,0.32,0.09,0.14,0.5,18.1,0,0,0.03,0.03,0.1,0.01,0.01
1807,Aleksei Miranchuk\a9aa0d1d,MFFW,Atalanta,it Serie A,25,1995,8.6,0.23,1.63,0.47,28.6,1.63,0.47,0.14,0.5,17,0,0,0.19,0.19,0.11,0.05,0.05
1808,Juan Miranda\ead61f73,DF,Betis,es La Liga,21,2000,8.7,0,0.69,0.23,33.3,0.69,0.23,0,0,27.7,0.23,0,0.01,0.01,0.02,-0.01,-0.01
1809,Fabio Miretti\34693494,MF,Juventus,it Serie A,17,2003,3.6,0,0.56,0,0,0.56,0,0,,15.2,0,0,0.03,0.03,0.05,-0.03,-0.03
1810,Tyrick Mitchell\5cbd1eb0,DF,Crystal Palace,eng Premier League,21,1999,34.5,0,0.14,0.03,20,0.15,0.03,0,0,15.4,0,0,0.01,0.01,0.07,-0.01,-0.01
1811,Stefan Mitrović\e6777e6b,DF,Getafe,es La Liga,31,1990,29.6,0.03,0.17,0.03,20,0.17,0.03,0.2,1,11.4,0,0,0.01,0.01,0.03,0.03,0.03
1812,Maximilian Mittelstädt\88d4144a,DFFW,Hertha BSC,de Bundesliga,24,1997,16.6,0,0.6,0,0,0.6,0,0,,21.4,0,0,0.02,0.02,0.04,-0.02,-0.02
1813,Henrikh Mkhitaryan\dd0daf32,MFFW,Roma,it Serie A,32,1989,27.7,0.18,1.99,0.54,27.3,1.98,0.54,0.09,0.33,20.2,0,0,0.14,0.14,0.07,0.04,0.04
1814,Jakub Moder\f230bc30,MFFW,Brighton,eng Premier League,22,1999,18.9,0,1.48,0.32,21.4,1.48,0.32,0,0,16.5,0.11,0,0.13,0.13,0.09,-0.13,-0.13
1815,Anthony Modeste\34e4343c,FW,Köln,de Bundesliga,33,1988,29,0.69,3.69,1.48,40.2,3.7,1.49,0.18,0.44,11.5,0,0.03,0.6,0.57,0.15,0.09,0.09
1816,Marco Modolo\fdcdb521,DF,Venezia,it Serie A,32,1989,4.4,0,0.23,0.23,100,0.23,0.23,0,0,7,0,0,0.02,0.02,0.1,-0.02,-0.02
1817,Luka Modrić\6025fab1,MF,Real Madrid,es La Liga,35,1985,22.6,0.09,1.19,0.44,37,1.2,0.44,0.04,0.1,20.1,0.04,0.04,0.12,0.09,0.07,-0.03,-0.04
1818,Terem Moffi\065dc209,FW,Lorient,fr Ligue 1,22,1999,30.1,0.27,1.93,0.66,34.5,1.93,0.66,0.1,0.3,15.1,0,0.07,0.4,0.35,0.18,-0.13,-0.15
1819,Kevin Möhwald\a5ce09f2,MF,Union Berlin,de Bundesliga,28,1993,3.9,0,2.56,0.51,20,2.54,0.51,0,0,20.9,0,0,0.13,0.13,0.05,-0.13,-0.13
1820,Dion Moise Sahi\cdc4458b,FWMF,Strasbourg,fr Ligue 1,19,2001,1.4,0,3.57,1.43,40,3.52,1.41,0,0,11.8,0,0,0.57,0.57,0.16,-0.57,-0.57
1821,Johan Mojica\608f2092,DF,Elche,es La Liga,28,1992,31.7,0.06,0.5,0.13,25,0.5,0.13,0.13,0.5,23.8,0,0,0.02,0.02,0.04,0.04,0.04
1822,Clinton Mola\29ddfb9c,DF,Stuttgart,de Bundesliga,20,2001,1.3,0,0,0,,0,0,,,,0,0,0,0,,0,0
1823,Jorge Molina\43f71e77,FW,Granada,es La Liga,39,1982,21.8,0.46,2.06,1.01,48.9,2.06,1.01,0.22,0.45,13.1,0,0,0.28,0.24,0.12,0.18,0.22
1824,Nahuel Molina\23610943,DF,Udinese,it Serie A,23,1997,29.3,0.24,1.54,0.55,35.6,1.54,0.55,0.16,0.44,20.4,0.07,0,0.14,0.14,0.09,0.1,0.1
1825,Cristian Molinaro\1c8c5aed,DF,Venezia,it Serie A,38,1983,6.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1826,Florent Mollet\7e82a78f,FWMF,Montpellier,fr Ligue 1,29,1991,29.2,0.21,1.88,0.58,30.9,1.88,0.58,0.11,0.35,21.2,0.41,0,0.17,0.17,0.09,0.03,0.03
1827,Jon Moncayola\9939e168,MF,Osasuna,es La Liga,23,1998,32.4,0.06,1.27,0.37,29.3,1.27,0.37,0.05,0.17,24.5,0.03,0,0.07,0.07,0.05,-0.01,-0.01
1828,Monchu\8ac501f5,MF,Granada,es La Liga,21,1999,7.4,0,1.08,0.14,12.5,1.08,0.13,0,0,21.5,0.14,0,0.05,0.05,0.05,-0.05,-0.05
1829,Thomas Monconduit\84d94b91,MF,Lorient,fr Ligue 1,30,1991,25,0.12,1.44,0.48,33.3,1.44,0.48,0.08,0.25,25.3,0,0,0.05,0.05,0.04,0.07,0.07
1830,Gonzalo Montiel\374d5158,DF,Sevilla,es La Liga,24,1997,11.8,0.08,0.42,0.08,20,0.42,0.08,0.2,1,18.1,0,0,0.03,0.03,0.07,0.06,0.06
1831,Lorenzo Montipò\c1d95617,GK,Hellas Verona,it Serie A,25,1996,34,0,0,0,,0,0,,,,0,0,0,0,,0,0
1832,Ángel Montoro\719384c1,MF,Granada,es La Liga,33,1988,14.8,0.07,1.49,0.27,18.2,1.49,0.27,0.05,0.25,23.5,0,0,0.08,0.08,0.05,-0.01,-0.01
1833,Martín Montoya\5cec2487,DF,Betis,es La Liga,30,1991,5.8,0,0.86,0.34,40,0.87,0.35,0,0,20.6,0,0,0.07,0.07,0.07,-0.07,-0.07
1834,Wesley Moraes\bfae110f,FW,Aston Villa,eng Premier League,24,1996,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
1835,Álvaro Morata\129af0db,FW,Juventus,it Serie A,28,1992,25.6,0.35,2.34,0.9,38.3,2.35,0.9,0.13,0.35,12.8,0.04,0.04,0.31,0.28,0.12,0.04,0.03
1836,Jan Morávek\e7d22eae,MF,Augsburg,de Bundesliga,31,1989,5.2,0,0.38,0,0,0.38,0,0,,13,0,0,0.13,0.13,0.36,-0.13,-0.13
1837,Jon Morcillo\b7d7f3bf,MF,Athletic Club,es La Liga,22,1998,0.6,0,1.67,0,0,1.67,0,0,,6,0,0,0.67,0.67,0.38,-0.67,-0.67
1838,Jérémy Morel\e97150c0,DF,Lorient,fr Ligue 1,37,1984,6.7,0,0.15,0,0,0.15,0,0,,8.1,0,0,0,0,0.05,0,0
1839,Alberto Moreno\11b9265b,MFDF,Villarreal,es La Liga,29,1992,13.6,0.22,1.62,0.74,45.5,1.62,0.74,0.14,0.3,17.5,0.07,0,0.22,0.22,0.14,0,0
1840,Álex Moreno\16e9d0ea,DF,Betis,es La Liga,28,1993,26.7,0.19,1.01,0.3,29.6,1.01,0.3,0.19,0.63,16.3,0,0,0.11,0.11,0.11,0.08,0.08
1841,Gerard Moreno\81f0781e,FW,Villarreal,es La Liga,29,1992,13.2,0.68,2.73,0.98,36.1,2.72,0.98,0.22,0.62,14.1,0,0.08,0.49,0.38,0.14,0.19,0.23
1842,Tete Morente\004d185e,MFFW,Elche,es La Liga,24,1996,18.1,0.17,1.6,0.44,27.6,1.6,0.44,0.1,0.38,18.1,0,0,0.18,0.18,0.11,-0.01,-0.01
1843,Ilaix Moriba\f4c69aa6,MF,Valencia,es La Liga,18,2003,9.1,0,1.65,0.55,33.3,1.65,0.55,0,0,18.6,0.11,0,0.07,0.07,0.04,-0.07,-0.07
1844,Ilaix Moriba\f4c69aa6,MF,RB Leipzig,de Bundesliga,18,2003,0.4,0,2.5,2.5,100,2.81,2.81,0,0,26,0,0,0,0,0.03,0,0
1845,Manu Morlanes\a0255c67,MF,Espanyol,es La Liga,22,1999,12.7,0.16,0.63,0.16,25,0.63,0.16,0.25,1,18.6,0,0,0.06,0.06,0.1,0.09,0.09
1846,Raúl Moro\919dd4b1,FW,Lazio,it Serie A,18,2002,2.2,0,0.91,0.45,50,0.9,0.45,0,0,12.8,0,0,0.14,0.14,0.15,-0.14,-0.14
1847,Loren Morón\3aa4a3be,FWMF,Espanyol,es La Liga,27,1993,6.3,0.16,1.59,0.32,20,1.6,0.32,0.1,0.5,20.5,0,0,0.13,0.13,0.08,0.03,0.03
1848,Loren Morón\3aa4a3be,FW,Betis,es La Liga,27,1993,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
1849,Tyler Morton\2bc28bb9,MF,Liverpool,eng Premier League,18,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,,0,0
1850,Cristhian Mosquera\dc1ce4f5,DF,Valencia,es La Liga,17,2004,2.4,0,0.42,0,0,0.42,0,0,,7,0,0,0.04,0.04,0.12,-0.04,-0.04
1851,Lebo Mothiba\3eaf8817,FWMF,Troyes,fr Ligue 1,25,1996,5.8,0.34,0.86,0.34,40,0.86,0.34,0.2,0.5,14.9,0,0.17,0.36,0.22,0.27,-0.02,-0.05
1852,Lebo Mothiba\3eaf8817,FW,Strasbourg,fr Ligue 1,25,1996,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
1853,Andrei Motoc\b64073a0,DF,Salernitana,it Serie A,19,2002,1,0,1,0,0,1,0,0,,21.8,0,0,0,0,0.01,0,0
1854,Baptiste Mouazan\81ac108d,MF,Lorient,fr Ligue 1,19,2001,1.1,0,0.91,0,0,0.94,0,0,,21,0,0,0.09,0.09,0.06,-0.09,-0.09
1855,Aimen Moueffek\2591b066,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,0,0.83,0.21,25,0.83,0.21,0,0,26.3,0,0,0.02,0.02,0.03,-0.02,-0.02
1856,Youssoufa Moukoko\6ce43701,FW,Dortmund,de Bundesliga,16,2004,2.5,0.8,3.2,1.2,37.5,3.23,1.21,0.25,0.67,14,0,0,0.72,0.72,0.22,0.08,0.08
1857,Harold Moukoudi\5f26e0c5,DF,Saint-Étienne,fr Ligue 1,23,1997,18.5,0,0.38,0,0,0.38,0,0,,7.8,0,0,0.05,0.05,0.12,-0.05,-0.05
1858,Jessy Moulin\28a65a2c,GK,Troyes,fr Ligue 1,35,1986,7,0,0,0,,0,0,,,,0,0,0,0,,0,0
1859,Steve Mounié\19ba6c6d,FW,Brest,fr Ligue 1,26,1994,25.7,0.35,2.8,0.93,33.3,2.8,0.93,0.1,0.29,12.1,0,0.08,0.46,0.4,0.14,-0.11,-0.13
1860,Mason Mount\9674002f,MFFW,Chelsea,eng Premier League,22,1999,26.3,0.42,2.85,1.03,36,2.86,1.03,0.13,0.37,17.6,0.23,0.04,0.34,0.31,0.11,0.08,0.07
1861,Lucas Moura\2b622f01,FWMF,Tottenham,eng Premier League,28,1992,19.7,0.1,1.93,0.56,28.9,1.93,0.56,0.05,0.18,15.6,0,0,0.19,0.19,0.1,-0.09,-0.09
1862,Lys Mousset\d9cfca3d,FWMF,Salernitana,it Serie A,25,1996,1.8,0,1.11,0.56,50,1.13,0.56,0,0,20.3,0,0,0.06,0.06,0.05,-0.06,-0.06
1863,João Moutinho\f5a00fa4,MF,Wolves,eng Premier League,34,1986,33,0.06,0.61,0.21,35,0.61,0.21,0.1,0.29,23.7,0.12,0,0.03,0.03,0.05,0.03,0.03
1864,Samuel Moutoussamy\af0c835b,MF,Nantes,fr Ligue 1,24,1996,16.8,0,0.83,0.36,42.9,0.83,0.36,0,0,16.3,0,0,0.13,0.13,0.15,-0.13,-0.13
1865,Toni Moya\9e098912,MF,Alavés,es La Liga,23,1998,15.4,0,0.78,0.13,16.7,0.78,0.13,0,0,24.9,0.13,0,0.08,0.08,0.1,-0.08,-0.08
1866,Samuel Mráz\be6c1ccc,FW,Spezia,it Serie A,24,1997,0.6,0,1.67,0,0,1.67,0,0,,30,0,0,0,0,0.01,0,0
1867,Nordi Mukiele\ac73ec79,DF,RB Leipzig,de Bundesliga,23,1997,20.5,0.05,1.07,0.34,31.8,1.07,0.34,0.05,0.14,12.3,0,0,0.12,0.12,0.11,-0.07,-0.07
1868,Mert Müldür\1295552e,DF,Sassuolo,it Serie A,22,1999,22.7,0,0.4,0.18,44.4,0.4,0.18,0,0,21.3,0,0,0.03,0.03,0.07,-0.03,-0.03
1869,Florian Müller\cbac6ec9,GK,Stuttgart,de Bundesliga,23,1997,30,0,0,0,,0,0,,,,0,0,0,0,,0,0
1870,Thomas Müller\3c6089ab,MF,Bayern Munich,de Bundesliga,31,1989,28.4,0.28,1.94,0.85,43.6,1.94,0.84,0.15,0.33,12.6,0,0,0.35,0.35,0.19,-0.07,-0.07
1871,Bali Mumba\2d760d7b,DF,Norwich City,eng Premier League,19,2001,0.5,0,0,0,,0,0,,,,0,0,0,0,,0,0
1872,Marshall Munetsi\2acf0cd7,MFDF,Reims,fr Ligue 1,25,1996,20.9,0.24,1.53,0.62,40.6,1.53,0.62,0.16,0.38,16.2,0,0,0.2,0.2,0.14,0.04,0.04
1873,Iker Muniain\c05dfb74,MF,Athletic Club,es La Liga,28,1992,30.9,0.13,1.23,0.52,42.1,1.23,0.52,0.08,0.19,18.7,0.19,0.03,0.22,0.14,0.11,-0.09,-0.04
1874,Aihen Muñoz\228b0d9d,DF,Real Sociedad,es La Liga,23,1997,14.9,0,0.47,0,0,0.47,0,0,,25.8,0,0,0.01,0.01,0.02,-0.01,-0.01
1875,Luis Muriel\eb2fe5b6,FW,Atalanta,it Serie A,30,1991,17.1,0.53,3.22,0.94,29.1,3.22,0.94,0.13,0.44,18.5,0.29,0.12,0.43,0.34,0.11,0.1,0.07
1876,Jeison Murillo\b233e8e4,DF,Celta Vigo,es La Liga,29,1992,12.4,0,0.56,0.08,14.3,0.56,0.08,0,0,13.5,0,0,0.03,0.03,0.06,-0.03,-0.03
1877,Vedat Muriqi\0cadc46d,FW,Mallorca,es La Liga,27,1994,16,0.31,3.06,0.94,30.6,3.07,0.94,0.06,0.2,14.9,0,0.13,0.33,0.23,0.08,-0.01,-0.04
1878,Vedat Muriqi\0cadc46d,FW,Lazio,it Serie A,27,1994,2.4,0,1.67,0.83,50,1.67,0.84,0,0,14.7,0,0,0.17,0.17,0.1,-0.17,-0.17
1879,Jacob Murphy\de112b84,FWDF,Newcastle Utd,eng Premier League,26,1995,16.4,0.06,1.71,0.37,21.4,1.71,0.37,0.04,0.17,19.7,0.06,0,0.18,0.18,0.1,-0.12,-0.12
1880,Nicola Murru\d183e9d6,DF,Sampdoria,it Serie A,26,1994,10.9,0.09,0.28,0.09,33.3,0.27,0.09,0.33,1,18.4,0,0,0.01,0.01,0.03,0.08,0.08
1881,Yunus Musah\b51b1b9c,MFFW,Valencia,es La Liga,18,2002,14,0.07,0.5,0.14,28.6,0.5,0.14,0.14,0.5,15.2,0,0,0.03,0.03,0.05,0.04,0.04
1882,Torben Müsel\d01b9ad6,MF,M'Gladbach,de Bundesliga,22,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1883,Jamal Musiala\2c0558b8,MFFW,Bayern Munich,de Bundesliga,18,2003,16.3,0.31,2.64,0.98,37.2,2.64,0.98,0.12,0.31,15.1,0,0,0.28,0.28,0.11,0.02,0.02
1884,Juan Musso\a111cf41,GK,Atalanta,it Serie A,27,1994,32.6,0,0,0,,0,0,,,,0,0,0,0,,0,0
1885,Shkodran Mustafi\3f2d59fe,DF,Levante,es La Liga,29,1992,7.3,0.14,0.55,0.27,50,0.55,0.27,0.25,0.5,16,0,0,0.01,0.01,0.02,0.12,0.12
1886,Junior Mwanga\ee158be5,DF,Bordeaux,fr Ligue 1,18,2003,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1887,Enock Mwepu\1d5cab82,MFFW,Brighton,eng Premier League,23,1998,11.1,0.18,1.71,0.72,42.1,1.72,0.72,0.11,0.25,19.6,0,0,0.17,0.17,0.1,0.01,0.01
1888,Vitaliy Mykolenko\30d4a2e5,DF,Everton,eng Premier League,22,1999,11.7,0.09,0.68,0.17,25,0.68,0.17,0.13,0.5,18.3,0,0,0.07,0.07,0.1,0.02,0.02
1889,Joakim Mæhle\c459a650,DF,Atalanta,it Serie A,24,1997,16.3,0.06,1.29,0.25,19,1.28,0.24,0.05,0.25,18.3,0,0,0.12,0.12,0.09,-0.06,-0.06
1890,Obite N'Dicka\441197b8,DF,Eint Frankfurt,de Bundesliga,21,1999,31.7,0.13,0.85,0.16,18.5,0.85,0.16,0.15,0.8,7.6,0,0,0.08,0.08,0.1,0.04,0.04
1891,Kévin N'Doram\e50623a0,MF,Metz,fr Ligue 1,25,1996,13.7,0,0.51,0.07,14.3,0.51,0.07,0,0,15.8,0,0,0.08,0.08,0.15,-0.08,-0.08
1892,Eric N'Jo\b85e57bb,DF,Troyes,fr Ligue 1,17,2004,1.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1893,Vital N'Simba\249ac66d,DF,Clermont Foot,fr Ligue 1,28,1993,31,0.03,0.61,0.13,21.1,0.61,0.13,0.05,0.25,25.6,0,0,0.02,0.02,0.03,0.01,0.01
1894,Nacho\2946f9a1,DF,Real Madrid,es La Liga,31,1990,17.3,0.17,0.58,0.17,30,0.58,0.17,0.3,1,12.8,0,0,0.07,0.07,0.12,0.1,0.1
1895,Mickael Nade\a6b6fa6e,DF,Saint-Étienne,fr Ligue 1,22,1999,28.5,0.04,0.25,0.04,14.3,0.25,0.04,0.14,1,10.3,0,0,0.04,0.04,0.15,0,0
1896,Marvelous Nakamba\de5b5570,MF,Aston Villa,eng Premier League,27,1994,10,0,0,0,,0,0,,,,0,0,0,0,,0,0
1897,Nahitan Nández\95facda1,MFDF,Cagliari,it Serie A,25,1995,16.9,0,1.18,0.12,10,1.18,0.12,0,0,19.4,0,0,0.05,0.05,0.04,-0.05,-0.05
1898,Nani\15e9c7e6,FWMF,Venezia,it Serie A,34,1986,3.2,0,0.94,0,0,0.94,0,0,,23.3,0,0,0.03,0.03,0.02,-0.03,-0.03
1899,Paul Nardi\2d70dbe5,GK,Lorient,fr Ligue 1,27,1994,22,0,0,0,,0,0,,,,0,0,0,0,,0,0
1900,Nikolas Nartey\30261ba1,MFDF,Stuttgart,de Bundesliga,21,2000,4.5,0,0.22,0,0,0.22,0,0,,14.9,0,0,0,0,0.04,0,0
1901,Matija Nastasić\f35430a4,DF,Fiorentina,it Serie A,28,1993,2.4,0,0.42,0.42,100,0.41,0.41,0,0,6,0,0,0.04,0.04,0.06,-0.04,-0.04
1902,Roberto Navarro\c997b942,MFFW,Real Sociedad,es La Liga,19,2002,2.2,0,3.18,1.36,42.9,3.17,1.36,0,0,14.8,0,0,0.32,0.32,0.11,-0.32,-0.32
